"Colname" "CGR.ID" "External.ID" "SampleType" "Source.Material" "Extraction.Batch.ID" "Source.PCR.Plate" "Run.ID" "Project.ID" "Collection.Method" "Instrument" "Month" "Storage" "Subject"
"SC253777" "SP2019_OMNI_V05_PC02199" "SP2019_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_C_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2019"
"SC253778" "SP2020_OMNI_V05_PC02199" "SP2020_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_D_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2020"
"SC253779" "SP2021_OMNI_V05_PC02199" "SP2021_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_E_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2021"
"SC253780" "SP2022_OMNI_V05_PC02199" "SP2022_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_F_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2022"
"SC253782" "SP2024_OMNI_V05_PC02199" "SP2024_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_G_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2024"
"SC253783" "SP2025_OMNI_V05_PC02199" "SP2025_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_H_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2025"
"SC253784" "SP2026_OMNI_V05_PC02199" "SP2026_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_A_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2026"
"SC253786" "SP2028_OMNI_V05_PC02199" "SP2028_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_B_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2028"
"SC253787" "SP2029_OMNI_V05_PC02199" "SP2029_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_C_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2029"
"SC253788" "SP2030_OMNI_V05_PC02199" "SP2030_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_D_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2030"
"SC253789" "DZ35316_0117_PC02199" "DZ35316_0117" "artificialcolony" "Buccal" "PC02199" "PC20071_E_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "Control" "KF" "ExtMonth01" "Control" "Control"
"SC253790" "Blank_PC02199" "Blank" "ExtractionBlank" "Buccal" "PC02199" "PC20071_F_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "Control" "KF" "ExtMonth01" "Control" "Control"
"SC253791" "SP2001_ScopeCell_V05_PC02199" "SP2001_ScopeCell_V05" "Study" "Buccal" "PC02199" "PC20071_G_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2001"
"SC253792" "SP2002_ScopeCell_V03_PC02199" "SP2002_ScopeCell_V03" "Study" "Buccal" "PC02199" "PC20071_H_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2002"
"SC253793" "SP2003_ScopeCell_V05_PC02199" "SP2003_ScopeCell_V05" "Study" "Buccal" "PC02199" "PC20071_A_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2003"
"SC253794" "SP2004_ScopeCell_V03_PC02199" "SP2004_ScopeCell_V03" "Study" "Buccal" "PC02199" "PC20071_B_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2004"
"SC253795" "SP2005_ScopeCell_V05_PC02199" "SP2005_ScopeCell_V05" "Study" "Buccal" "PC02199" "PC20071_C_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2005"
"SC253797" "SP2007_ScopeCell_V05_PC02199" "SP2007_ScopeCell_V05" "Study" "Buccal" "PC02199" "PC20071_D_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2007"
"SC253798" "SP2008_ScopeCell_V03_PC02199" "SP2008_ScopeCell_V03" "Study" "Buccal" "PC02199" "PC20071_E_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2008"
"SC253799" "SP2009_ScopeCell_V05_PC02199" "SP2009_ScopeCell_V05" "Study" "Buccal" "PC02199" "PC20071_F_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2009"
"SC422899" "SP2006_ScopeCell_V08_PC13240" "SP2006_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_B_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2006"
"SC422900" "SP2007_ScopeCell_V08_PC13240" "SP2007_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_C_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2007"
"SC422901" "SP2008_ScopeCell_V06_PC13240" "SP2008_ScopeCell_V06" "Study" "Buccal" "PC13240" "PC20080_D_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2008"
"SC422902" "SP2009_ScopeCell_V08_PC13240" "SP2009_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_E_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2009"
"SC422903" "SP2010_ScopeCell_V08_PC13240" "SP2010_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_F_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2010"
"SC422904" "SP2011_ScopeCell_V08_PC13240" "SP2011_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_G_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2011"
"SC422905" "SP2012_ScopeCell_V08_PC13240" "SP2012_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_H_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2012"
"SC422906" "SP2013_ScopeCell_V08_PC13240" "SP2013_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_A_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2013"
"SC422907" "SP2014_ScopeCell_V08_PC13240" "SP2014_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_B_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2014"
"SC422908" "SP2015_ScopeCell_V08_PC13240" "SP2015_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_C_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2015"
"SC422909" "SP2016_ScopeCell_V08_PC13240" "SP2016_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_D_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2016"
"SC422910" "SP2017_ScopeCell_V08_PC13240" "SP2017_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_E_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2017"
"SC422911" "SP2018_ScopeCell_V08_PC13240" "SP2018_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_F_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2018"
"SC422912" "SP2019_ScopeCell_V08_PC13240" "SP2019_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_G_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2019"
"SC422913" "SP2020_ScopeCell_V08_PC13240" "SP2020_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_H_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2020"
"SC422914" "SP2021_ScopeCell_V08_PC13240" "SP2021_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_A_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2021"
"SC422915" "SP2022_ScopeCell_V08_PC13240" "SP2022_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_B_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2022"
"SC422916" "SP2023_ScopeCell_V08_PC13240" "SP2023_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_C_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2023"
"SC422917" "SP2024_ScopeCell_V08_PC13240" "SP2024_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_D_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2024"
"SC422918" "SP2025_ScopeCell_V08_PC13240" "SP2025_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_E_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2025"
"SC422919" "SP2026_ScopeCell_V08_PC13240" "SP2026_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_F_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2026"
"SC422920" "SP2027_ScopeCell_V08_PC13240" "SP2027_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_G_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2027"
"SC422921" "SP2028_ScopeCell_V08_PC13240" "SP2028_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_H_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2028"
"SC422922" "SP2029_ScopeCell_V08_PC13240" "SP2029_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_A_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2029"
"SC422923" "SP2030_ScopeCell_V08_PC13240" "SP2030_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20080_B_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2030"
"SC422926" "SP2001_OMNI_V09_MB0000681" "SP2001_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_D_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2001"
"SC422927" "SP2002_OMNI_V09_MB0000681" "SP2002_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_H_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2002"
"SC422928" "SP2003_OMNI_V09_MB0000681" "SP2003_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_G_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2003"
"SC422929" "SP2004_OMNI_V09_MB0000681" "SP2004_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_E_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2004"
"SC422930" "SP2005_OMNI_V09_MB0000681" "SP2005_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_C_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2005"
"SC422931" "SP2006_OMNI_V09_MB0000681" "SP2006_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_G_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2006"
"SC422932" "SP2007_OMNI_V09_MB0000681" "SP2007_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_C_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2007"
"SC422933" "SP2008_OMNI_V09_MB0000681" "SP2008_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_H_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2008"
"SC422934" "SP2009_OMNI_V09_MB0000681" "SP2009_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_B_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2009"
"SC422935" "SP2010_OMNI_V09_MB0000681" "SP2010_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_E_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2010"
"SC422936" "SP2011_OMNI_V09_MB0000681" "SP2011_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_F_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2011"
"SC422937" "SP2012_OMNI_V09_MB0000681" "SP2012_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_H_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2012"
"SC422938" "SP2013_OMNI_V09_MB0000681" "SP2013_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_A_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2013"
"SC422939" "SP2014_OMNI_V09_MB0000681" "SP2014_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_F_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2014"
"SC422940" "SP2015_OMNI_V09_MB0000681" "SP2015_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_H_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2015"
"SC422941" "SP2016_OMNI_V09_MB0000681" "SP2016_OMNI_V09" "Study" "Buccal" "MB0000681" "PC20080_D_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2016"
"SC422949" "DZ35316_0021_MB0000681" "DZ35316_0021" "artificialcolony" "Buccal" "MB0000681" "PC20080_B_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "Control" "QS" "ExtMonth12" "Control" "Control"
"SC422950" "SP2017_OMNI_V09_MB0000682" "SP2017_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_G_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2017"
"SC422951" "SP2018_OMNI_V09_MB0000682" "SP2018_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_F_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2018"
"SC422952" "SP2019_OMNI_V09_MB0000682" "SP2019_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_E_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2019"
"SC422953" "SP2020_OMNI_V09_MB0000682" "SP2020_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_D_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2020"
"SC422954" "SP2021_OMNI_V09_MB0000682" "SP2021_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_A_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2021"
"SC422955" "SP2022_OMNI_V09_MB0000682" "SP2022_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_C_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2022"
"SC422956" "SP2023_OMNI_V09_MB0000682" "SP2023_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_C_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2023"
"SC422957" "SP2024_OMNI_V09_MB0000682" "SP2024_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_D_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2024"
"SC422958" "SP2025_OMNI_V09_MB0000682" "SP2025_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_B_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2025"
"SC422959" "SP2026_OMNI_V09_MB0000682" "SP2026_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_A_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2026"
"SC422960" "SP2027_OMNI_V09_MB0000682" "SP2027_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_G_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2027"
"SC422961" "SP2028_OMNI_V09_MB0000682" "SP2028_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_D_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2028"
"SC422962" "SP2029_OMNI_V09_MB0000682" "SP2029_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_B_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2029"
"SC422963" "SP2030_OMNI_V09_MB0000682" "SP2030_OMNI_V09" "Study" "Buccal" "MB0000682" "PC20080_A_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth12" "80" "SP2030"
"SC422973" "DZ35304_0322_MB0000682" "DZ35304_0322" "robogut" "Buccal" "MB0000682" "PC20080_F_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "Control" "QS" "ExtMonth12" "Control" "Control"
"SC422974" "SP2001_ScopeCell_V09_MB0000683" "SP2001_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_D_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2001"
"SC422975" "SP2002_ScopeCell_V09_MB0000683" "SP2002_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_F_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2002"
"SC422976" "SP2003_ScopeCell_V09_MB0000683" "SP2003_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_H_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2003"
"SC422977" "SP2004_ScopeCell_V09_MB0000683" "SP2004_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_A_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2004"
"SC422978" "SP2005_ScopeCell_V09_MB0000683" "SP2005_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_A_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2005"
"SC422979" "SP2006_ScopeCell_V09_MB0000683" "SP2006_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_G_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2006"
"SC422980" "SP2007_ScopeCell_V09_MB0000683" "SP2007_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_E_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2007"
"SC422981" "SP2008_ScopeCell_V09_MB0000683" "SP2008_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_F_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2008"
"SC422982" "SP2009_ScopeCell_V09_MB0000683" "SP2009_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_B_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2009"
"SC422983" "SP2010_ScopeCell_V09_MB0000683" "SP2010_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_E_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2010"
"SC422984" "SP2011_ScopeCell_V09_MB0000683" "SP2011_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_H_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2011"
"SC422985" "SP2012_ScopeCell_V09_MB0000683" "SP2012_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_F_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2012"
"SC422986" "SP2013_ScopeCell_V09_MB0000683" "SP2013_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_E_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2013"
"SC422987" "SP2014_ScopeCell_V09_MB0000683" "SP2014_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_C_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2014"
"SC422988" "SP2015_ScopeCell_V09_MB0000683" "SP2015_ScopeCell_V09" "Study" "Buccal" "MB0000683" "PC20080_D_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2015"
"SC422997" "DZ35316_0067_MB0000683" "DZ35316_0067" "artificialcolony" "Buccal" "MB0000683" "PC20080_F_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "Control" "QS" "ExtMonth12" "Control" "Control"
"SC422998" "SP2016_ScopeCell_V09_MB0000684" "SP2016_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_C_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2016"
"SC422999" "SP2017_ScopeCell_V09_MB0000684" "SP2017_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_B_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2017"
"SC423000" "SP2018_ScopeCell_V09_MB0000684" "SP2018_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_D_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2018"
"SC423001" "SP2019_ScopeCell_V09_MB0000684" "SP2019_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_E_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2019"
"SC423002" "SP2020_ScopeCell_V09_MB0000684" "SP2020_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_F_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2020"
"SC423003" "SP2021_ScopeCell_V09_MB0000684" "SP2021_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_A_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2021"
"SC423004" "SP2022_ScopeCell_V09_MB0000684" "SP2022_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_C_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2022"
"SC423005" "SP2023_ScopeCell_V09_MB0000684" "SP2023_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_G_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2023"
"SC423006" "SP2024_ScopeCell_V09_MB0000684" "SP2024_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_G_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2024"
"SC423007" "SP2025_ScopeCell_V09_MB0000684" "SP2025_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_A_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2025"
"SC423008" "SP2026_ScopeCell_V09_MB0000684" "SP2026_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_G_11" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2026"
"SC423009" "SP2027_ScopeCell_V09_MB0000684" "SP2027_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_B_12" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2027"
"SC423010" "SP2028_ScopeCell_V09_MB0000684" "SP2028_ScopeCell_V09" "Study" "Buccal" "MB0000684" "PC20080_B_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth12" "80" "SP2028"
